scorer,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000,DLC_resnet50_TestAug13shuffle1_20000
bodyparts,nose,nose,nose,right-eye,right-eye,right-eye,right-ear,right-ear,right-ear,left-eye,left-eye,left-eye,left-ear,left-ear,left-ear,neck,neck,neck,tail1,tail1,tail1
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,945.1436157226562,720.4454956054688,0.39650148153305054,923.0332641601562,706.4302978515625,0.0668187141418457,948.69384765625,717.14111328125,0.6509841084480286,920.1468505859375,702.728271484375,0.07956033945083618,945.556396484375,718.6580200195312,0.5927090048789978,832.1026611328125,712.4617919921875,0.49049296975135803,924.1927490234375,702.9879150390625,0.08460217714309692
1,945.5592651367188,720.664794921875,0.39193856716156006,924.0575561523438,706.4640502929688,0.06823745369911194,948.69384765625,717.783935546875,0.6402990818023682,920.1468505859375,702.9158935546875,0.08241605758666992,945.751708984375,719.2161254882812,0.6230030059814453,832.1315307617188,712.4988403320312,0.48124223947525024,924.1927490234375,703.1835327148438,0.09406596422195435
2,945.5592651367188,721.3712768554688,0.38790687918663025,955.3820190429688,730.1217041015625,0.07893478870391846,948.69384765625,718.2435302734375,0.6736090779304504,920.1468505859375,703.3096313476562,0.09183216094970703,945.751708984375,719.8024291992188,0.6199305653572083,832.1455078125,712.6611328125,0.4837666153907776,924.6244506835938,703.2218627929688,0.095124751329422
3,945.4656372070312,721.9990844726562,0.37011784315109253,955.2476196289062,730.5299072265625,0.0781944990158081,948.6146850585938,719.2637329101562,0.6920076012611389,920.1218872070312,703.0037841796875,0.09066176414489746,945.556396484375,720.422607421875,0.5943159461021423,832.1455078125,712.6664428710938,0.4564574658870697,924.1927490234375,703.2828979492188,0.09612011909484863
4,945.4656372070312,721.9990844726562,0.39872226119041443,955.2476196289062,730.5299072265625,0.07877495884895325,948.084228515625,719.2637329101562,0.683038055896759,920.0932006835938,703.0037841796875,0.08313935995101929,945.5560302734375,720.422607421875,0.5895684957504272,832.1455078125,712.67333984375,0.44958946108818054,924.01416015625,703.734375,0.09376528859138489
5,945.2538452148438,721.9990844726562,0.3915502727031708,955.3054809570312,730.5872192382812,0.07933589816093445,948.084228515625,719.2637329101562,0.6773636341094971,919.9783325195312,703.1039428710938,0.08821064233779907,945.3473510742188,720.422607421875,0.5746195316314697,832.1455078125,712.9463500976562,0.44381579756736755,924.01416015625,703.84326171875,0.09725403785705566
6,945.2538452148438,721.8244018554688,0.41909265518188477,955.3054809570312,730.5872192382812,0.07447263598442078,948.084228515625,719.1591796875,0.668155312538147,919.9783325195312,703.3282470703125,0.08661910891532898,945.342041015625,720.2979125976562,0.5867545008659363,832.1455078125,712.67333984375,0.4617033302783966,924.2127075195312,703.84326171875,0.09587007761001587
7,945.2330932617188,721.7652587890625,0.4040135145187378,955.2476196289062,730.5241088867188,0.07637330889701843,948.0892333984375,719.14208984375,0.6637256145477295,919.9783325195312,703.224609375,0.08749821782112122,945.342041015625,720.159912109375,0.5702235102653503,832.6763305664062,712.6664428710938,0.45962047576904297,924.2127075195312,703.84326171875,0.10299554467201233
